Customer_i_Unique_ID,Customer_i_ID,Customer_i_Star_Rating,Customer_i_Comment,Customer_i_buying_influence,Customer_i_Date,product,category,price_dollars,star_ratings,total_ratings
B0C58992ZW-Unavailable,Unavailable,,Unavailable,,1677-09-21,ANJIXIN Car Phone Holder Mount [Super Suction and Sturdy] Phone Mount for Car 4 in1 Suction Cup Phone Holder Dashboard Windshield Air Vent Desk Stand Car Cell Phone Holder for iPhone Smartphones,Smartphones,18.95,5.0,7
B0BVRVNXMS-R9ZVHXD1OD280,R9ZVHXD1OD280,5.0,Love this item!! 💯,0.0,2023-10-11,"MaxLax USB Charger Station,10-Port 50W/10A Multiple USB Charging Station,Multi Ports USB Charger Charging for Smartphones，Tablets，and Other USB Devices.",Smartphones,12.99,4.7,106
B0CF1JY1DX-R3MKSY6PN2RT9J,R3MKSY6PN2RT9J,5.0,Good Sturdy Phone Holder,0.0,2023-10-10,ASTP&FH car Phone Holder [Hook Clip Never Falls Off] car Phone Holder car air Outlet Phone Holder Suitable for All car Holders Suitable for iPhone and Android Smartphones,Smartphones,9.99,4.2,8
B0C65G3196-Unavailable,Unavailable,,Unavailable,,1677-09-21,"BEERTE Car Phone Holder fit for Toyota Camry 2020-2023 Strong Magnetic Phone Mount 360 °Rotation Adjustable Car Air Vent,Auto Dashboard Cell Phone Mount fit for Any inches Smartphone (Magnet)",Smartphones,20.99,2.9,3
B09HP832SW-R14G7G9CA3B7KA,R14G7G9CA3B7KA,5.0,Does the job perfectly,0.0,2022-11-11,"Smartphone Cradle Designed for Concept 2 Rowing Machine PM3 Monitor, PM4 Monitor, Silicone Phone Holder with Adapter Compatible with Concept2 Pm3 and Pm4 Monitors…",Smartphones,18.99,4.4,58
B0BYLRBG4M-R244RZOZO9S366,R244RZOZO9S366,4.0,No Charger?,0.0,2023-10-12,"Motorola Moto G Stylus | 2023 | Unlocked | Made for US 4/64GB | 50 MP Camera | Midnight Blue, 162.89 x 74.08 x 9.19mm",Smartphones,169.99,4.3,67
B0B3MCGRYG-R2LGQDWVA1RRLW,R2LGQDWVA1RRLW,3.0,Not as described,0.0,2023-10-07,"TCL 30 5G |2022|Cell Phone 5G Unlocked Smartphone, 4/128GB, 50MP Camera, 5010mAh Battery, 6.7” FHD+ AMOLED Display, android 12, US Verizon, Single-SIM, Tech Black (NO Boost/Spectrum/Xfinity/Assurance)",Smartphones,249.99,4.0,88
B0BNWQC9FJ-R3NO7FN31W3HAT,R3NO7FN31W3HAT,4.0,"Slippery as a bar of soap, removed features",1.0,2023-10-22,OnePlus 11 5G | 8GB RAM+128GB | Dual-SIM | Titan Black | US Factory Unlocked Android Smartphone | 5000 mAh battery | 80W Fast charging | Hasselblad Camera | 120Hz Fluid Display | 4nm Processor,Smartphones,699.99,4.4,801
B0CJMVHC8C-R2SL3E45UQKO16,R2SL3E45UQKO16,1.0,Celular no está bueno,0.0,2023-10-18,"BDWJW C23 Ultra 5G Unlocked Smartphone,6GB+256GB Fully Unlocked Cell Phone for Android 13, 6.8"" Unlocked Cell Phone, 6800mAh, 48MP+108MP Dual Camera/Dual SIM/Fingerprint Lock/Face ID 5G Phone(White)",Smartphones,188.88,2.6,4
B0C65GJ667-Unavailable,Unavailable,,Unavailable,,1677-09-21,BEERTE Car Phone Holder fit for Mercedes Benz C-Class 2015-2021Benz GLC-Class 2016-2022 Strong Magnetic Phone Mount Adjustable Air Vent Car Dashboard Cell Phone Automobile Cradles for Smartphone,Smartphones,22.99,1.0,1
B0C65D1MRH-R2NVACR6YCIENM,R2NVACR6YCIENM,4.0,"Good product, but",0.0,2023-09-20,"BEERTE Car Phone Holder fit for Porsche Macan 2015-2024 and Porsche Cayenne 2019-2023,Strong Magnetic Phone Mount Rotatable Adjustable Safe Convenient Phone Navigation for 4-7 inch Smartphone",Smartphones,24.99,4.2,4
B0BQCWQBQX-R1MMDH6MV2X5ST,R1MMDH6MV2X5ST,5.0,Perfect Condition,1.0,2023-09-13,Google Pixel 7-5G Android Phone - Unlocked Smartphone with Wide Angle Lens and 24-Hour Battery - 128GB - Snow (Renewed),Smartphones,359.99,4.3,12
B0BN8PZP3B-RD70KSUDJ6ZBJ,RD70KSUDJ6ZBJ,1.0,"this card is the worse, Don't buy it",9.0,2023-08-29,$19/Month - Unlimited Talk & Text + 5GB | Tello Mobile Phone Plan | Bring Your Own Phone Kit | 3 in 1 SIM Card Included | Nation-Wide 4G LTE/5G Coverage,Smartphones,15.0,3.0,60
B0CC9HB5QG-R28WC7ZLXY8CN0,R28WC7ZLXY8CN0,5.0,Holds like a camera,0.0,2023-10-11,CG-02 Grip Holder for Smartphone Upgraded Phone Camera Grip w Remote Shutter Handheld Tripod Mount Fill Light Handheld Photography Accessories for iPhone 15 14 Pro Max etc,Smartphones,24.95,4.2,380
B01FTYBOC4-RFQD00S1GKBDP,RFQD00S1GKBDP,1.0,Worked well until it kept tripping my circuit breaker!,0.0,2023-08-24,"HITRENDS Surge Protector Power Strip 6 Outlets with 6 USB Charging Ports, USB Extension Cord, 1625W/13A Multiplug for Multiple Devices Smartphone Tablet Laptop Computer (6ft, white)",Smartphones,24.99,4.7,11275
B0C7SWJG8M-R10OX23OHJ048W,R10OX23OHJ048W,4.0,Check Your Vent Depth,0.0,2023-10-16,"OXYWYAN Phone Mount for Car - Car Vent Phone Mount with Wide Clamp & Metal Hook, 360° Degree Adjustable Car Phone Holder, Hands Free Car Phone Holder for Smartphone",Smartphones,8.99,4.7,17
B09QLF6B5K-R12Q69PY7O01BS,R12Q69PY7O01BS,5.0,This was a great purchase,0.0,2023-08-10,"SAMSUNG Galaxy S21 FE 5G Cell Phone, Factory Unlocked Android Smartphone, 128GB, 120Hz Display, Pro Grade Camera, All Day Intelligent Battery, International Version, (Violet)",Smartphones,419.0,3.3,41
B0BDQ259RY-RG4GFGFKDYT7M,RG4GFGFKDYT7M,1.0,The design prohibits the volume buttons from working,0.0,2023-05-19,"BONAVENTURA Diary Smartphone Case [Compatible with iPhone 14, Black] BODT14-BK",Smartphones,170.0,3.9,1127
B0BJW54H2B-R1ZUFBB32MD26Y,R1ZUFBB32MD26Y,5.0,Great product at the right price point,0.0,2023-01-18,"VECOFO 360°Rototing Cell Phone Stand, Portable Mobile Phone Holder for Desk,Small Pocket Design Cell Phone Holder for All Smartphone Tablet 6-12 Inches（Black）",Smartphones,9.99,4.7,20
B0BT8GZV65-RFOI0ZO9S02TX,RFOI0ZO9S02TX,1.0,"-0 Starz, Garbage",0.0,2023-10-08,"Xiaomi Poco X5 PRO 5G + 4G Volte Global Unlocked 256GB + 8GB GSM 6.67"" 108 mp Triple Camera (ONLY Tmobile Mint Tello USA Market) + (Car Fast Car 51W Charger Bundle) (Black)",Smartphones,295.0,4.7,6422
B0BMQ2H5R7-R37KFQIX36QRLF,R37KFQIX36QRLF,4.0,"Pretty tall, and can rotate 360",0.0,2023-09-28,"ULANZI SK-03 Selfie Stick Tripod, 64"" Professional Stable Phone Tripod Stand for Smartphone/Camera/Gopro, 3 in 1 Extendable Phone Tripod with Detachable Remote for Travel Selfies Video Recording Vlog",Smartphones,18.95,4.5,247
B0C65G47FD-Unavailable,Unavailable,,Unavailable,,1677-09-21,BEERTE Car Phone Holder fit for Audi A3 S3 RS3 8V 2014-2020 Strong Magnetic Phone Mount Adjustable Air Vent Car Dashboard Cell Phone Mount fit for Any inches Smartphone,Smartphones,21.99,4.0,2
B0C378MFFT-R2HG0QT4ETN1U6,R2HG0QT4ETN1U6,5.0,Sturdy tripod for iphone,0.0,2023-08-26,Selfie Stick Tripod with Remote - 42 Inch Portable Phone Tripod Stand for iPhone 15/14/13/12/11 Pro/XS Max/XS/XR/X/8/7 Android Smartphone,Smartphones,9.99,3.8,25
B0BVW2LWNL-RPWDDD0D7DCCV,RPWDDD0D7DCCV,5.0,Working great with my Insta360 X3,0.0,2023-07-20,"UURig SC-01 Suction Mount 3"" for Vlogging Action Camera Car Mount w Smartphone Clamp for iPhone 14 13 Pro Max, 1/4"" Magic Arm Adapter Mount Desk Suciton Mount for Car Windshield Window",Smartphones,35.95,4.2,22
B0BGYBX3LK-R5C8K4B7IFZR8,R5C8K4B7IFZR8,5.0,A wonderful experience,1.0,2023-10-17,"iPhone 13 Pro, 256GB, Graphite - Unlocked (Renewed Premium)",Smartphones,0.0,4.1,913
B0BDR2P4L3-RG4GFGFKDYT7M,RG4GFGFKDYT7M,1.0,The design prohibits the volume buttons from working,0.0,2023-05-19,"BONAVENTURA Diary Smartphone Case [Compatible with iPhone 14 Plus, Red] BODT14PL-RD",Smartphones,180.0,3.9,1127
B09FSDSN4F-R36GHQ9PJVQEPE,R36GHQ9PJVQEPE,1.0,Non-compatible,0.0,2023-08-07,"4-Port USB Car Charger with Cup Holder Phone Mount, Rapid Multi Ports Car Charger, Car Phone Mount with Adjustable Gooseneck Rotatable Holder for Smartphones (4-Port USB Car Charger)",Smartphones,16.99,4.2,298
B0CCVV7WPT-Unavailable,Unavailable,,Unavailable,,1677-09-21,"ExAchat 5G Unlocked Cell Phones with Headphones & Capacitive Pen, Face ID Android 13 Phone, 6.6"" HD+ Display 90HzD 24+64 MP 5500mAh Massive Battery Smartphone 4G+128GB Dual Sim TF Card Purple",Smartphones,139.99,4.0,1
B0CCSMGSMT-Unavailable,Unavailable,,Unavailable,,1677-09-21,"VIQEE Phones U21, 5G Unlocked Phones, 2K FHD+ Screen, Mobile Phones 6GB+256GB ROM+TF 128GB, Snapdragon Gen2 Processor, Smartphone Android Camera 24MP+64+12+12MP, WiFi Bluetooth, Dual Sim - Black",Smartphones,129.95,4.0,1
B09Q75YPLH-Unavailable,Unavailable,,Unavailable,,1677-09-21,"realme C11 2021Android 11 | Dual 13 MP+2 MP LED Flash, 1080p@30fps | Li-Po 5000 mAh | International Model (GSM Compatible) (Not Verizon Sprint Boost Metro PCS Cricket) (64+4GB, Grey)",Smartphones,110.0,5.0,2
B0CD2FLNMQ-R3NFENKOPJ5U8E,R3NFENKOPJ5U8E,3.0,Remote doesnt attach well.,0.0,2023-10-20,"ATUMTEK 55"" Selfie Stick Tripod, All-in-one Extendable Aluminum Phone Tripod with Rechargeable Bluetooth Remote for iPhone, Samsung, Google, LG, Sony and More, Fitting 4.7-7 inch Smartphones, White",Smartphones,28.99,4.6,466
B07GDTFP6G-R2MLCPAJGO8WWZ,R2MLCPAJGO8WWZ,1.0,Horrible for a $200 plus headset,0.0,2021-05-14,"GTW Voyager Focus UC B825 Bluetooth Headphones with Microphone 202652-01-BC, Bluetooth USB Dongle, Smartphones, PC, MAC, Tablet - Zoom, Teams, Skype, Fuze, RingCentral, Combo USB Power Charger",Smartphones,265.0,3.4,9
B0963PBY4C-R2ZS16TUSQJWLA,R2ZS16TUSQJWLA,5.0,They work,0.0,2023-10-21,"Meetuo 2 Pcs Cell Phone Stand, Adjustable Angle Height Phone Stand for Desk, Fully Foldable/Portable Phone Holder, Compatible for iPhone 14/13/12/Smartphones",Smartphones,9.98,4.6,3372
B0CHMHKT2M-Unavailable,Unavailable,,Unavailable,,1677-09-21,PULUZ Universal Car Phone Holder Mount for Windshield & Dashboard 360 Degree Rotating Desk Phone Stand with Suction Cup Base for iPhone/Galaxy/Huawei/Xiaomi/Sony/HTC/Google and Other Smartphones,Smartphones,11.99,0.0,0
B0C2W7YYHM-RS0G3G1CK8E75,RS0G3G1CK8E75,2.0,"Okay, if you don't care about the camera, or having a curved screen...",2.0,2023-10-16,"Motorola Edge+ | 2023 | Unlocked | Made for US 8/512 | 50 MPCamera | Intersteller Black, 161.16x74x8.59",Smartphones,699.99,4.3,119
B0B3B8VY4D-R13FF1ZDDEKBSX,R13FF1ZDDEKBSX,5.0,Good for the Price,1.0,2023-10-06,Bold N2 | 5G |2022| All Day Battery | Unlocked| 6.6” Full HD+ AMOLED Display| 256/8GB | Quad 64MP Main Camera| Dual 16MP Selfie| Cyprus Teal,Smartphones,159.99,3.7,260
B0BLZ7CRSC-RA3LENCJWO1XS,RA3LENCJWO1XS,3.0,“Decent but no so good”,0.0,2023-10-08,"OUKITEL WP21 Rugged Smartphone Unlocked,17+256GB Android 12 Cell Phone,120Hz Helio G99 9800mAh Battery 66W Fast Charge,64MP Camera 20MP Night Vision,6.78"" FHD+ Waterproof Mobile Phone 4G Dual Sim NFC",Smartphones,379.99,3.8,221
B0CBPGYYR7-Unavailable,Unavailable,,Unavailable,,1677-09-21,SIXFU Car Phone Holder [Upgraded Suction Cup General Car Windshield Vent Dashboard] Phone Holder for Compatible with All iPhone Smartphone Car Accessories,Smartphones,8.99,5.0,3
B0C65D8P49-Unavailable,Unavailable,,Unavailable,,1677-09-21,"BEERTE Car Phone Holder fit for Ford F-150 F150 2015-2020 Strong Magnetic Phone Mount 360-degree Rotatable and Adjustable,Safe and Convenient Phone Navigation for 4-7 inches Smartphone",Smartphones,22.99,5.0,1
B07SH347Z1-R2MEB2U8SC5ZWB,R2MEB2U8SC5ZWB,5.0,Ask Mom first!,1.0,2022-04-15,Simple Mobile TCL A1 4G LTE Prepaid Smartphone (Locked) - Black - 16GB - Sim Card Included - GSM,Smartphones,0.0,3.8,160
B0CF8BY1H7-Unavailable,Unavailable,,Unavailable,,1677-09-21,"SANSHREUNI A14 Pro Max Unlocked Phone, 6+256GB Android 13 Unlocked Smartphone, 6.82"" FHD+ Display 120Hz, Octa-Core CPU, 64MP Camera 6800mAh Battery, Dual SIM, Face ID/GPS/OTG 5G Phone (Gold)",Smartphones,159.99,3.0,1
B0CGXL33SP-Unavailable,Unavailable,,Unavailable,,1677-09-21,"takyu Phone Tether, Phone Leash with Phone Tab for Outdoor Skiing Hiking Cycling Climbing for All Smartphones",Smartphones,9.99,0.0,0
B09B4XTGCG-R2I2O6ZIDW1016,R2I2O6ZIDW1016,5.0,"Died after a month, seller refunded",2.0,2023-08-02,"XINLIANG Wired Earbuds, in-Ear Headphones with Microphone and Call Controller, Earphones Bass Stereo Noise Canceling Ear Buds 3.5mm Jack for Phones and Laptops",Smartphones,13.99,4.0,70
B00F6OV6LM-R2W6BX9CL8K0EM,R2W6BX9CL8K0EM,5.0,Thumbs up,0.0,2020-08-13,Phiaton Chord MS 530 M-Series Wireless & Active Noise Cancelling Headphones with Microphone,Smartphones,89.9,3.7,103
B093GJ6DTW-RNRYYH1BI19PS,RNRYYH1BI19PS,2.0,Not small size,0.0,2023-09-07,"SP SOUNDPRETTY Earbuds Bulk for Kids Students School Classroom 30 Pack, Wholesale Disposable Earphones Headphones for Computers Chromebook iPad PC Android Phone, Fits All 3.5mm Interface",Smartphones,23.02,4.0,90
B0CB5VZH46-R1NRCB21AV0XDW,R1NRCB21AV0XDW,1.0,Do not purchase the phone,0.0,2023-08-21,"VIQEE 5G Unlocked Cell Phone, Smartphone 256GB + 6G Dual Sim Unlocked Android Phone, Mobile Phone 6.8"" FHD 120Hz 64+24MP 6000mAh Fingerprint Lock Face ID (Rosegold)",Smartphones,136.98,2.4,7
B09FYJ77G8-RXMXERNJCSNRX,RXMXERNJCSNRX,1.0,Returned.,0.0,2023-05-04,"GoDonut Ultra Phone Stand - Portable Mount Accessory for Travel, Nightstand or Desk- Compatible with Tablet, iPhone & Most Smartphones – Comic",Smartphones,9.99,4.1,152
B0CD7HH4P6-Unavailable,Unavailable,,Unavailable,,1677-09-21,AVLT 150W 10 Port USB-A USB-C with Qi Wireless Charging Station for Multiple Devices Compatible with iPhone iPad AirPods Smartphone Tablet Organizer Includes 4 USB-C to USB-C Charging Cables - Black,Smartphones,149.99,0.0,0
B0BCQWVFPW-REDKXPTNR0JI3,REDKXPTNR0JI3,1.0,No thanks.,0.0,2023-10-15,"Google Pixel 7 Pro - 5G Android Phone - Unlocked Smartphone with Telephoto , Wide Angle Lens, and 24-Hour Battery - 128GB - Snow",Smartphones,879.7,4.2,2049
B08CNCNDW9-R287WCEDEK988O,R287WCEDEK988O,5.0,Compact,0.0,2023-09-03,"USB Charger Station,20-Port 100W/20A Multiple USB Charging Station,Multi Ports USB Charger Charging for Smartphones，Tablets，and Other USB Devices.",Smartphones,29.59,4.6,964
B0BYN9H6WV-Unavailable,Unavailable,,Unavailable,,1677-09-21,"Cianyyee 6Pack Wired Earbuds in-Ear Headphones, Earphones with Microphone for Clear Calls,Sound-Dynamic, Noise Isolating, for iPhone, iPad, Samsung, Laptop, Computer, Android Smartphones",Smartphones,12.99,4.5,8
B0B7WGG9QJ-Unavailable,Unavailable,,Unavailable,,1677-09-21,"aderroo Smartphone，F17pro，Unlocked Cell Phone, 5.72-inch Screen，Front and Rear Cameras，1GB RAM 8GB ROM，Only Supports Dual SIM Card Frequency Band of 3GWCDMA：850/2100MHZ（Black）",Smartphones,50.55,4.2,4
B0BH886Z59-R3CPK6UOOTE0ST,R3CPK6UOOTE0ST,3.0,Worthless in the US,5.0,2023-07-11,"ASUS ROG Phone 6 Batman Edition Cell Phone, 6.78” FHD+ 2448x1080 165Hz, 6000mAh Battery, 50MP/13MP/5MP Triple Camera, 12MP Front, 12GB RAM, 256GB Storage, 5G LTE Unlocked Dual SIM, AI2201-12G256G-BM",Smartphones,599.99,4.5,20
B0C8F9JTLP-R26OP6DBWLF4ZC,R26OP6DBWLF4ZC,4.0,No tiene entrada de lenguaje en español.,4.0,2023-08-15,Xiaomi Mi 13 Ultra 5G 512GB 16GB Factory Unlocked (GSM Only | No CDMA - not Compatible with Verizon/Sprint) China Version - Black,Smartphones,970.0,4.6,4
B0BDQJFZY1-RG4GFGFKDYT7M,RG4GFGFKDYT7M,1.0,The design prohibits the volume buttons from working,0.0,2023-05-19,"BONAVENTURA Diary Smartphone Case [Compatible with iPhone 14 Plus, Black] BODT14PL-BK",Smartphones,180.0,3.9,1127
B0CDPNPK8F-R1E5I71EM258IE,R1E5I71EM258IE,5.0,Great for Frequent Joggers,0.0,2023-10-15,"ZC GEL Running Phone Holder, Comfortable & 360° Rotatable Phone Armband (Headphone/Key/Card Holder) Fits All 4.5""-7"" Smartphones, Perfect Arm Phone Holder for Running Jogging Walking Cycling Workout",Smartphones,15.99,4.4,16
B0BJVYWWK2-R78LPC58RSQRS,R78LPC58RSQRS,5.0,Just Perfect,8.0,2023-01-05,"Ulefone Unlocked Phones, Note 14 Android 12 OS, 6.52” Screen Unlocked Smartphone 4500mAh Battery 3GB+16GB 128GB Extension, 8+5MP Camera 4G Dual SIM 3-Card Slots, US Version Mobile Phone- Purple",Smartphones,79.99,3.7,92
B09CGWY1H1-R18DR4TPR8UCRH,R18DR4TPR8UCRH,1.0,Work,0.0,2023-07-23,"CUBOT Max 3P Unlocked Smartphone, Android 11 Cell Phone，6.95"" Screen，4GB RAM + 64GB ROM, 4G Dual Sim Smartphone, 5000mAh Battery, 48MP Camera, Face-ID,Touch-ID, NFC, OTG, GPS, US Version（Green）",Smartphones,79.99,3.6,60
B08CFSZLQ4-R2WUR107BC9GPK,R2WUR107BC9GPK,1.0,Battery dying after a year,0.0,2023-09-13,Google Pixel 4a - Unlocked Android Smartphone - 128 GB of Storage - Up to 24 Hour Battery - Just Black,Smartphones,269.0,4.5,10356
B0C6LNLF15-RP7WROID2HUDD,RP7WROID2HUDD,5.0,User friendly durability.,0.0,2023-03-14,"Ulefone Rugged Smartphone Android 13, Armor X11 8150mAh 8GB+32GB/256GB SD Mobile Phones, 16MP Underwater Camera 5.45"" HD+ IP68/IP69K Waterproof 4G Dual SIM Unlocked Rugged Phone, Face ID/NFC/OTG/GPS",Smartphones,149.99,4.0,36
B088YN4RFQ-RRKVWMJ8EQY0E,RRKVWMJ8EQY0E,1.0,Disappointed!,1.0,2023-09-02,"SAMSUNG Galaxy A20 6.4"" 32GB GSM Unlocked 4G LTE Android Smartphone (Black)",Smartphones,153.9,3.7,122
B0B6139TGM-R3REXN3Y5U9PMM,R3REXN3Y5U9PMM,5.0,Perfect companion to HIKMicro Pocket2,0.0,2023-10-06,"63inch Extension Selfie Stick for INSTA360 for GoPro 11 10 9 8 7, Insta Insta360 One X2 X One R EVO Action Cameras, Smartphone Gimbal Extension Pole for Sports Cam, Black",Smartphones,26.95,4.5,176
B08WGJ3GBX-Unavailable,Unavailable,,Unavailable,,1677-09-21,"Electric Bike CO. X-Grip Bike Cell Phone Mount Holder Stand for Bicycle Handlebar, Smartphone Cycling E-Bike Accessories",Smartphones,49.99,0.0,0
B0C6J3P9Z3-R3NFENKOPJ5U8E,R3NFENKOPJ5U8E,3.0,Remote doesnt attach well.,0.0,2023-10-20,"ATUMTEK 55"" Selfie Stick Tripod, All-in-one Extendable Aluminum Phone Tripod with Rechargeable Bluetooth Remote for iPhone, Samsung, Google, LG, Sony and More, Fitting 4.7-7 inch Smartphones, Black",Smartphones,27.99,4.6,466
B09MH81PXR-R20NJQ3AN82SLJ,R20NJQ3AN82SLJ,5.0,Wonderful Sound,1.0,2023-05-10,"thinksound ov21 Wired Closed Back Headphones with Mic - Made with Sustainably Harvested Wood - Built for Music Enthusiasts, Audiophiles, Podcast Creators and Studio Professional",Smartphones,399.0,5.0,8
B0BPXGC697-R37AFJ6PCYQNJ8,R37AFJ6PCYQNJ8,1.0,Charging port,0.0,2023-05-20,"Blackview Unlocked Cell Phone, Android Phone 6.67"" FHD+ Punch Hole Screen, 4G Global Bands Dual Sim Unlocked Phones 6GB+128GB ROM/TF 512GB, Octa Core Processor Smartphone 12+8MP, 2.4/5G-WiFi NFC",Smartphones,139.99,3.9,159
B07BN983B1-RA6NKXTIPO0IR,RA6NKXTIPO0IR,1.0,the phones are locked,0.0,2023-09-10,"Mini Smartphone,Child Phone Sudroid SOYES The World's Smallest Cell Phone 2.5 Inch Android Small Phone Quad Core 1G+8G 5.0MP Dual SIM High Definition Mini Phones Unlocked 3G Mobile Phone (Black)",Smartphones,59.99,3.4,547
B0C4T6B8WJ-R32V3MXGPRPYS5,R32V3MXGPRPYS5,5.0,Mui bueno,1.0,2023-05-26,"Ulefone Power Armor X11 Rugged Phones Unlocked, IP68/IP69K Waterproof Smarthone, Android 13, 8150mAh Battery, 8GB+32GB, 16MP AI Camera, 5.45'' HD+, 3 Card Slot, Dual 4G, Face Unlock, GPS, NFC",Smartphones,149.99,4.1,40
B0B4FBKLWP-R1NZDVJN7LDJHC,R1NZDVJN7LDJHC,5.0,Amazing phone,0.0,2023-07-26,"SAMSUNG Galaxy Z Fold 4 Cell Phone, Factory Unlocked Android Smartphone, 512GB, Flex Mode, Hands Free Video, Multi Window View, Foldable Display, S Pen Compatible, US Version, 2022, Gray Green",Smartphones,1919.99,4.3,103
B0CFV6JQYK-Unavailable,Unavailable,,Unavailable,,1677-09-21,"APEXEL High Power 60X HD Telephoto Lens, High Power Telephoto Mobile Cell Phone Lens with Extension Tripod and Wireless Remote for iPhone 14 Pro/13 Pro, Samsung and Most Smartphone.",Smartphones,154.88,4.0,2
B0C8HVRLNB-RFFES8WC4P47,RFFES8WC4P47,0.0,Ein unverzichtbarer Reisebegleiter!,0.0,1677-09-21,"Rolling Square Portable Pocket Travel Charger - Smartphone-Compatible Universal Travel Adapter for 200+ Countries - US, EU, UK, AU Plug - USB-A + USB-C - Up to 20W Output",Smartphones,29.0,4.6,94
B08NWF8SL4-R3H87U6P5K61C3,R3H87U6P5K61C3,1.0,cheap very unreliable after a year,0.0,2023-09-19,Moto G stylus | 2021 | 2-Day battery | Unlocked | Made for US by Motorola | 4/128GB | 48MP Camera | Black,Smartphones,299.99,4.4,2424
B0B38V5517-R1M5SSMQ9MZYB,R1M5SSMQ9MZYB,1.0,Not compatible,1.0,2023-07-01,"Truely Super Mini Smartphone, SOYES XS11 Unlocked Phone 3G WCDMA Android Mobile 2.5'' Touch Screen 1GB RAM 8GB ROM Dual SIM WiFi Bluetooth Hotspot Ultra Thin Card Pocket Cellphone (Pink)",Smartphones,52.99,3.5,115
B0CDD5MXFL-Unavailable,Unavailable,,Unavailable,,1677-09-21,OnePlus 10 Pro | 5G Android Smartphone | 8GB+128GB | T-Mobile Unlocked | Triple Camera co-Developed with Hasselblad | Volcanic Black,Smartphones,429.0,5.0,2
B00CFN1HNY-RBXJR9FH9HTIY,RBXJR9FH9HTIY,5.0,Money well spent.,0.0,2023-08-10,"BACtrack Mobile Smartphone Breathalyzer | Professional-Grade Accuracy | Wireless Smartphone Connectivity | Compatible w/ Apple iPhone, Google & Samsung Android Devices | Apple HealthKit Integration",Smartphones,99.99,4.4,1354
B08R7QWBHQ-R2S6TPPKCYT8J7,R2S6TPPKCYT8J7,5.0,Great Price,0.0,2022-07-23,"CLZWiiN Short Micro USB Cable (6 Pack 1FT White), Android Phone Charger Cord, High Speed Charging and Sync Data Cables for Charging Station, Smartphone, Power Bank and More",Smartphones,8.99,4.4,176
B07726TH68-R3J7EXX27H114B,R3J7EXX27H114B,4.0,Adhesive melted this past summer,0.0,2023-10-20,"APPS2Car Magnetic Phone Holder for Car, Dashboard Windshield Phone Holder Mount with Flexible Arm & Built-in Strong Magnets, Suction Cup Phone Holder for Car Compatible with All Smartphones",Smartphones,15.99,4.6,4269
B0BY38FYCX-R1KK9VE9218STR,R1KK9VE9218STR,1.0,Beware when ordering from a seller different than Amazon,4.0,2023-08-03,"SAMSUNG Galaxy S23 Ultra Cell Phone, Factory Unlocked Android Smartphone, 1TB Storage, 200MP Camera, Night Mode, Long Battery Life, S Pen, US Version, 2023 (Lavender)",Smartphones,1549.0,4.6,74
B0CD4KG2G1-Unavailable,Unavailable,,Unavailable,,1677-09-21,"Yoidesu 4G Unlocked Smartphone, 6.6in 8GB 256GB 512GB ROM Dual SIM Factory Unlocked Android Cell Phone, 8 Core for Android 12 Face Unlock Slim Mobile Phone with Pen, 8MP 24MP Dual Cam",Smartphones,0.0,0.0,0
B0BD1Z7CQQ-Unavailable,Unavailable,,Unavailable,,1677-09-21,Motorola Edge 30 Neo Dual-Sim 128GB ROM + 8GB RAM (GSM only | No CDMA) Factory Unlocked 5G Smartphone (Black Onyx) - International Version,Smartphones,299.0,5.0,1
B0BXSMZDBK-R36QCVY1RZ3RYW,R36QCVY1RZ3RYW,3.0,"It's a beautiful phone... But the ""features"" listed are misleading",0.0,2023-07-14,"ExAchat A14 5G Unlocked Smartphone 6.82"" FHD+ Display 90Hz, 72MP Camera 6800mAh,4GB+128GB/256GB Dual SIM Cell Phone Unlocked Fingerprint/Face ID",Smartphones,129.99,1.9,8
B09DJ2P1SF-R1J70PBM573H0B,R1J70PBM573H0B,1.0,This is a terrible phone,1.0,2023-08-28,Nokia XR20 5G | Android 11 | Unlocked Smartphone | Dual SIM | US Version | 6/128GB | 6.67-Inch Screen | 48MP Dual Camera | Granite,Smartphones,349.99,4.0,261
B0B87DGGKR-Unavailable,Unavailable,,Unavailable,,1677-09-21,Asus Zenfone 9 5G 256GB ROM 8GB RAM Factory Unlocked (GSM Only | No CDMA - not Compatible with Verizon/Sprint) Mobile Cell Phone - Black,Smartphones,569.99,5.0,2
B0CFMQHW5F-R1FDQFOZ6QIASJ,R1FDQFOZ6QIASJ,4.0,Good first draft,3.0,2023-09-23,Google Pixel Fold - Unlocked Android 5G Smartphone - Obsidian - 512 GB with Pixel Buds Pro - Noise Canceling Earbuds with Charging Case - Compatible with Wireless Charging - Charcoal,Smartphones,0.0,3.6,14
B089DPVQG4-R2G9GD3K8CPTDB,R2G9GD3K8CPTDB,1.0,Defective device does not work.,0.0,2023-06-13,BLU C5 | Unlocked | 5.0” Display | 16GB | 5MP Camera | US Warranty | Blue,Smartphones,50.97,3.4,780
B07KF7R8L2-R19E5NKBB5JS7C,R19E5NKBB5JS7C,5.0,Adhesion and stability - GREAT!,0.0,2023-10-09,"eSamcore Magnetic Phone Car Mount, Powerful Magnets Car Mount Holder for Dashboard with Strong Adhesive, Fits Smartphone [2 Pack]",Smartphones,15.99,4.3,1762
